,test_path,labels,pred,label_score,pred_score
3931,./test/rusak/United_States_003519.jpg,rusak,rusak,1,1
916,./test/normal/Norway_004208.jpg,normal,normal,0,0
43,./test/normal/Czech_000945.jpg,normal,normal,0,0
3080,./test/rusak/Japan_011699.jpg,rusak,rusak,1,1
3423,./test/rusak/Norway_005700.jpg,rusak,rusak,1,1
2128,./test/rusak/India_006479.jpg,rusak,normal,1,0
2201,./test/rusak/India_008570.jpg,rusak,rusak,1,1
270,./test/normal/India_002836.jpg,normal,rusak,0,1
2849,./test/rusak/Japan_008638.jpg,rusak,rusak,1,1
511,./test/normal/India_008758.jpg,normal,rusak,0,1
475,./test/normal/India_007961.jpg,normal,rusak,0,1
532,./test/normal/India_009246.jpg,normal,rusak,0,1
1323,./test/rusak/China_Drone_000554.jpg,rusak,rusak,1,1
893,./test/normal/Norway_003948.jpg,normal,rusak,0,1
267,./test/normal/India_002742.jpg,normal,normal,0,0
233,./test/normal/India_001816.jpg,normal,rusak,0,1
3294,./test/rusak/Norway_001830.jpg,rusak,rusak,1,1
4077,./test/rusak/U_3140.jpeg,rusak,rusak,1,1
2064,./test/rusak/India_004896.jpg,rusak,rusak,1,1
287,./test/normal/India_003273.jpg,normal,rusak,0,1
733,./test/normal/Norway_001476.jpg,normal,normal,0,0
512,./test/normal/India_008783.jpg,normal,normal,0,0
810,./test/normal/Norway_002877.jpg,normal,normal,0,0
2914,./test/rusak/Japan_009460.jpg,rusak,rusak,1,1
4132,./test/rusak/Y_30650.jpeg,rusak,rusak,1,1
2806,./test/rusak/Japan_008022.jpg,rusak,rusak,1,1
1679,./test/rusak/China_MotorBike_001589.jpg,rusak,rusak,1,1
815,./test/normal/Norway_002963.jpg,normal,rusak,0,1
828,./test/normal/Norway_003196.jpg,normal,normal,0,0
2473,./test/rusak/Japan_003250.jpg,rusak,rusak,1,1
279,./test/normal/India_003136.jpg,normal,rusak,0,1
3771,./test/rusak/United_States_001860.jpg,rusak,rusak,1,1
2663,./test/rusak/Japan_005808.jpg,rusak,normal,1,0
3630,./test/rusak/United_States_000383.jpg,rusak,rusak,1,1
3668,./test/rusak/United_States_000681.jpg,rusak,rusak,1,1
2079,./test/rusak/India_005316.jpg,rusak,rusak,1,1
3976,./test/rusak/United_States_003937.jpg,rusak,rusak,1,1
2567,./test/rusak/Japan_004552.jpg,rusak,rusak,1,1
2275,./test/rusak/Japan_000179.jpg,rusak,rusak,1,1
3253,./test/rusak/Norway_000744.jpg,rusak,rusak,1,1
3236,./test/rusak/Norway_000397.jpg,rusak,rusak,1,1
2560,./test/rusak/Japan_004429.jpg,rusak,rusak,1,1
3241,./test/rusak/Norway_000496.jpg,rusak,rusak,1,1
3625,./test/rusak/United_States_000363.jpg,rusak,rusak,1,1
4050,./test/rusak/United_States_004586.jpg,rusak,rusak,1,1
2994,./test/rusak/Japan_010349.jpg,rusak,rusak,1,1
309,./test/normal/India_003678.jpg,normal,normal,0,0
1827,./test/rusak/D_11360.jpeg,rusak,rusak,1,1
4127,./test/rusak/Y_28970.jpeg,rusak,rusak,1,1
2494,./test/rusak/Japan_003534.jpg,rusak,rusak,1,1
1981,./test/rusak/India_002854.jpg,rusak,rusak,1,1
818,./test/normal/Norway_003006.jpg,normal,normal,0,0
3968,./test/rusak/United_States_003875.jpg,rusak,rusak,1,1
1779,./test/rusak/Czech_002437.jpg,rusak,rusak,1,1
2270,./test/rusak/Japan_000123.jpg,rusak,rusak,1,1
3075,./test/rusak/Japan_011666.jpg,rusak,rusak,1,1
1539,./test/rusak/China_MotorBike_000237.jpg,rusak,rusak,1,1
1758,./test/rusak/Czech_001760.jpg,rusak,normal,1,0
1538,./test/rusak/China_MotorBike_000232.jpg,rusak,rusak,1,1
1165,./test/normal/Norway_008018.jpg,normal,normal,0,0
892,./test/normal/Norway_003936.jpg,normal,normal,0,0
970,./test/normal/Norway_005206.jpg,normal,normal,0,0
3925,./test/rusak/United_States_003465.jpg,rusak,rusak,1,1
3327,./test/rusak/Norway_002824.jpg,rusak,normal,1,0
1188,./test/rusak/AC_4460.jpeg,rusak,rusak,1,1
3543,./test/rusak/P_29680.jpeg,rusak,rusak,1,1
3566,./test/rusak/Q_11260.jpeg,rusak,rusak,1,1
3989,./test/rusak/United_States_004046.jpg,rusak,rusak,1,1
2765,./test/rusak/Japan_007381.jpg,rusak,rusak,1,1
77,./test/normal/Czech_001528.jpg,normal,normal,0,0
1417,./test/rusak/China_Drone_001427.jpg,rusak,rusak,1,1
262,./test/normal/India_002595.jpg,normal,rusak,0,1
198,./test/normal/India_000887.jpg,normal,rusak,0,1
721,./test/normal/Norway_001267.jpg,normal,rusak,0,1
3325,./test/rusak/Norway_002735.jpg,rusak,normal,1,0
2434,./test/rusak/Japan_002612.jpg,rusak,rusak,1,1
3972,./test/rusak/United_States_003901.jpg,rusak,rusak,1,1
4064,./test/rusak/United_States_004730.jpg,rusak,rusak,1,1
3571,./test/rusak/Q_2950.jpeg,rusak,rusak,1,1
431,./test/normal/India_006649.jpg,normal,rusak,0,1
3444,./test/rusak/Norway_006232.jpg,rusak,rusak,1,1
3045,./test/rusak/Japan_011273.jpg,rusak,rusak,1,1
3805,./test/rusak/United_States_002152.jpg,rusak,rusak,1,1
3782,./test/rusak/United_States_001913.jpg,rusak,rusak,1,1
3518,./test/rusak/Norway_007930.jpg,rusak,rusak,1,1
106,./test/normal/Czech_002260.jpg,normal,normal,0,0
2133,./test/rusak/India_006749.jpg,rusak,rusak,1,1
1226,./test/rusak/AX_4860.jpeg,rusak,rusak,1,1
1039,./test/normal/Norway_006080.jpg,normal,rusak,0,1
513,./test/normal/India_008794.jpg,normal,rusak,0,1
1725,./test/rusak/Czech_000511.jpg,rusak,normal,1,0
3336,./test/rusak/Norway_003278.jpg,rusak,rusak,1,1
1678,./test/rusak/China_MotorBike_001582.jpg,rusak,rusak,1,1
3874,./test/rusak/United_States_002910.jpg,rusak,rusak,1,1
2563,./test/rusak/Japan_004444.jpg,rusak,rusak,1,1
633,./test/normal/Japan_013070.jpg,normal,rusak,0,1
3181,./test/rusak/Japan_013089.jpg,rusak,rusak,1,1
1964,./test/rusak/India_002337.jpg,rusak,rusak,1,1
1339,./test/rusak/China_Drone_000713.jpg,rusak,rusak,1,1
3007,./test/rusak/Japan_010561.jpg,rusak,rusak,1,1
4171,./test/rusak/Z_1770.jpeg,rusak,rusak,1,1
301,./test/normal/India_003577.jpg,normal,rusak,0,1
3575,./test/rusak/Q_7450.jpeg,rusak,rusak,1,1
1817,./test/rusak/Czech_003457.jpg,rusak,rusak,1,1
2737,./test/rusak/Japan_007095.jpg,rusak,rusak,1,1
3604,./test/rusak/United_States_000086.jpg,rusak,rusak,1,1
310,./test/normal/India_003775.jpg,normal,rusak,0,1
2235,./test/rusak/India_009188.jpg,rusak,rusak,1,1
1322,./test/rusak/China_Drone_000539.jpg,rusak,rusak,1,1
2969,./test/rusak/Japan_010120.jpg,rusak,rusak,1,1
2656,./test/rusak/Japan_005699.jpg,rusak,rusak,1,1
4151,./test/rusak/Y_43970.jpeg,rusak,rusak,1,1
1588,./test/rusak/China_MotorBike_000719.jpg,rusak,rusak,1,1
1753,./test/rusak/Czech_001611.jpg,rusak,normal,1,0
1096,./test/normal/Norway_006921.jpg,normal,rusak,0,1
904,./test/normal/Norway_004105.jpg,normal,rusak,0,1
642,./test/normal/Norway_000106.jpg,normal,normal,0,0
3570,./test/rusak/Q_14300.jpeg,rusak,rusak,1,1
3613,./test/rusak/United_States_000267.jpg,rusak,rusak,1,1
2996,./test/rusak/Japan_010374.jpg,rusak,rusak,1,1
3974,./test/rusak/United_States_003908.jpg,rusak,rusak,1,1
593,./test/normal/Japan_005856.jpg,normal,rusak,0,1
3703,./test/rusak/United_States_001122.jpg,rusak,rusak,1,1
260,./test/normal/India_002581.jpg,normal,normal,0,0
4075,./test/rusak/U_11180.jpeg,rusak,rusak,1,1
2841,./test/rusak/Japan_008561.jpg,rusak,rusak,1,1
2443,./test/rusak/Japan_002703.jpg,rusak,rusak,1,1
2481,./test/rusak/Japan_003311.jpg,rusak,rusak,1,1
3053,./test/rusak/Japan_011350.jpg,rusak,rusak,1,1
2396,./test/rusak/Japan_002085.jpg,rusak,rusak,1,1
4143,./test/rusak/Y_35040.jpeg,rusak,rusak,1,1
1570,./test/rusak/China_MotorBike_000504.jpg,rusak,rusak,1,1
3446,./test/rusak/Norway_006338.jpg,rusak,normal,1,0
1840,./test/rusak/F_19780.jpeg,rusak,rusak,1,1
3609,./test/rusak/United_States_000218.jpg,rusak,rusak,1,1
2001,./test/rusak/India_003387.jpg,rusak,rusak,1,1
3022,./test/rusak/Japan_010915.jpg,rusak,rusak,1,1
986,./test/normal/Norway_005529.jpg,normal,normal,0,0
2082,./test/rusak/India_005429.jpg,rusak,rusak,1,1
3558,./test/rusak/P_37290.jpeg,rusak,rusak,1,1
101,./test/normal/Czech_002100.jpg,normal,normal,0,0
2491,./test/rusak/Japan_003492.jpg,rusak,rusak,1,1
2043,./test/rusak/India_004394.jpg,rusak,normal,1,0
1486,./test/rusak/China_Drone_002141.jpg,rusak,rusak,1,1
3523,./test/rusak/Norway_008108.jpg,rusak,rusak,1,1
946,./test/normal/Norway_004790.jpg,normal,rusak,0,1
1901,./test/rusak/India_000823.jpg,rusak,rusak,1,1
1258,./test/rusak/B_1970.jpeg,rusak,rusak,1,1
1683,./test/rusak/China_MotorBike_001618.jpg,rusak,rusak,1,1
2791,./test/rusak/Japan_007849.jpg,rusak,rusak,1,1
2158,./test/rusak/India_007565.jpg,rusak,rusak,1,1
1455,./test/rusak/China_Drone_001819.jpg,rusak,rusak,1,1
506,./test/normal/India_008622.jpg,normal,rusak,0,1
1453,./test/rusak/China_Drone_001786.jpg,rusak,rusak,1,1
3992,./test/rusak/United_States_004097.jpg,rusak,rusak,1,1
1205,./test/rusak/AF_14970.jpeg,rusak,rusak,1,1
3100,./test/rusak/Japan_012004.jpg,rusak,rusak,1,1
2109,./test/rusak/India_005972.jpg,rusak,rusak,1,1
1175,./test/rusak/AC_19850.jpeg,rusak,rusak,1,1
3888,./test/rusak/United_States_003026.jpg,rusak,rusak,1,1
2803,./test/rusak/Japan_007994.jpg,rusak,rusak,1,1
3789,./test/rusak/United_States_001977.jpg,rusak,rusak,1,1
3408,./test/rusak/Norway_005231.jpg,rusak,rusak,1,1
2715,./test/rusak/Japan_006752.jpg,rusak,rusak,1,1
3121,./test/rusak/Japan_012373.jpg,rusak,rusak,1,1
147,./test/normal/Czech_003068.jpg,normal,normal,0,0
3462,./test/rusak/Norway_006774.jpg,rusak,normal,1,0
3620,./test/rusak/United_States_000324.jpg,rusak,rusak,1,1
2073,./test/rusak/India_005081.jpg,rusak,rusak,1,1
1786,./test/rusak/Czech_002579.jpg,rusak,normal,1,0
4023,./test/rusak/United_States_004369.jpg,rusak,rusak,1,1
2998,./test/rusak/Japan_010385.jpg,rusak,rusak,1,1
3389,./test/rusak/Norway_004632.jpg,rusak,rusak,1,1
1145,./test/normal/Norway_007598.jpg,normal,normal,0,0
2241,./test/rusak/India_009269.jpg,rusak,rusak,1,1
2843,./test/rusak/Japan_008573.jpg,rusak,rusak,1,1
2190,./test/rusak/India_008339.jpg,rusak,rusak,1,1
312,./test/normal/India_003815.jpg,normal,normal,0,0
3021,./test/rusak/Japan_010888.jpg,rusak,rusak,1,1
3559,./test/rusak/P_39350.jpeg,rusak,rusak,1,1
1192,./test/rusak/AC_7140.jpeg,rusak,rusak,1,1
2587,./test/rusak/Japan_004765.jpg,rusak,rusak,1,1
3131,./test/rusak/Japan_012514.jpg,rusak,rusak,1,1
3666,./test/rusak/United_States_000677.jpg,rusak,rusak,1,1
2014,./test/rusak/India_003780.jpg,rusak,rusak,1,1
3082,./test/rusak/Japan_011711.jpg,rusak,rusak,1,1
152,./test/normal/Czech_003238.jpg,normal,normal,0,0
3217,./test/rusak/Norway_000006.jpg,rusak,rusak,1,1
1611,./test/rusak/China_MotorBike_000931.jpg,rusak,rusak,1,1
3238,./test/rusak/Norway_000444.jpg,rusak,normal,1,0
3863,./test/rusak/United_States_002819.jpg,rusak,rusak,1,1
1639,./test/rusak/China_MotorBike_001192.jpg,rusak,rusak,1,1
2090,./test/rusak/India_005507.jpg,rusak,rusak,1,1
3701,./test/rusak/United_States_001072.jpg,rusak,rusak,1,1
2053,./test/rusak/India_004551.jpg,rusak,rusak,1,1
55,./test/normal/Czech_001140.jpg,normal,rusak,0,1
2692,./test/rusak/Japan_006366.jpg,rusak,rusak,1,1
1677,./test/rusak/China_MotorBike_001576.jpg,rusak,rusak,1,1
987,./test/normal/Norway_005537.jpg,normal,normal,0,0
1067,./test/normal/Norway_006465.jpg,normal,normal,0,0
3065,./test/rusak/Japan_011540.jpg,rusak,rusak,1,1
4043,./test/rusak/United_States_004523.jpg,rusak,rusak,1,1
3349,./test/rusak/Norway_003641.jpg,rusak,rusak,1,1
1335,./test/rusak/China_Drone_000671.jpg,rusak,rusak,1,1
3156,./test/rusak/Japan_012842.jpg,rusak,rusak,1,1
1665,./test/rusak/China_MotorBike_001447.jpg,rusak,rusak,1,1
255,./test/normal/India_002434.jpg,normal,normal,0,0
1279,./test/rusak/China_Drone_000157.jpg,rusak,rusak,1,1
2147,./test/rusak/India_007171.jpg,rusak,normal,1,0
1801,./test/rusak/Czech_003086.jpg,rusak,normal,1,0
2875,./test/rusak/Japan_008977.jpg,rusak,rusak,1,1
915,./test/normal/Norway_004207.jpg,normal,normal,0,0
3939,./test/rusak/United_States_003595.jpg,rusak,rusak,1,1
2918,./test/rusak/Japan_009528.jpg,rusak,rusak,1,1
335,./test/normal/India_004476.jpg,normal,rusak,0,1
551,./test/normal/India_009720.jpg,normal,rusak,0,1
2983,./test/rusak/Japan_010253.jpg,rusak,rusak,1,1
2114,./test/rusak/India_006131.jpg,rusak,rusak,1,1
1716,./test/rusak/Czech_000020.jpg,rusak,rusak,1,1
1942,./test/rusak/India_001747.jpg,rusak,normal,1,0
2513,./test/rusak/Japan_003820.jpg,rusak,rusak,1,1
2029,./test/rusak/India_003987.jpg,rusak,normal,1,0
718,./test/normal/Norway_001223.jpg,normal,normal,0,0
2666,./test/rusak/Japan_005823.jpg,rusak,rusak,1,1
140,./test/normal/Czech_002907.jpg,normal,normal,0,0
1880,./test/rusak/India_000343.jpg,rusak,rusak,1,1
1097,./test/normal/Norway_006925.jpg,normal,normal,0,0
1029,./test/normal/Norway_005953.jpg,normal,normal,0,0
3913,./test/rusak/United_States_003344.jpg,rusak,rusak,1,1
583,./test/normal/Japan_004041.jpg,normal,rusak,0,1
1841,./test/rusak/F_20480.jpeg,rusak,rusak,1,1
91,./test/normal/Czech_001854.jpg,normal,normal,0,0
930,./test/normal/Norway_004495.jpg,normal,rusak,0,1
3029,./test/rusak/Japan_011041.jpg,rusak,rusak,1,1
2658,./test/rusak/Japan_005752.jpg,rusak,rusak,1,1
1628,./test/rusak/China_MotorBike_001080.jpg,rusak,rusak,1,1
102,./test/normal/Czech_002112.jpg,normal,normal,0,0
1866,./test/rusak/H_3290.jpeg,rusak,rusak,1,1
2441,./test/rusak/Japan_002686.jpg,rusak,rusak,1,1
1884,./test/rusak/India_000455.jpg,rusak,rusak,1,1
3442,./test/rusak/Norway_006187.jpg,rusak,normal,1,0
3598,./test/rusak/United_States_000064.jpg,rusak,rusak,1,1
1155,./test/normal/Norway_007809.jpg,normal,normal,0,0
2326,./test/rusak/Japan_000872.jpg,rusak,rusak,1,1
2144,./test/rusak/India_007134.jpg,rusak,rusak,1,1
2233,./test/rusak/India_009147.jpg,rusak,rusak,1,1
208,./test/normal/India_001144.jpg,normal,rusak,0,1
1193,./test/rusak/AC_7480.jpeg,rusak,rusak,1,1
724,./test/normal/Norway_001358.jpg,normal,rusak,0,1
3964,./test/rusak/United_States_003852.jpg,rusak,rusak,1,1
19,./test/normal/Czech_000501.jpg,normal,rusak,0,1
1316,./test/rusak/China_Drone_000464.jpg,rusak,rusak,1,1
54,./test/normal/Czech_001134.jpg,normal,normal,0,0
1859,./test/rusak/F_5890.jpeg,rusak,normal,1,0
2295,./test/rusak/Japan_000463.jpg,rusak,rusak,1,1
1088,./test/normal/Norway_006789.jpg,normal,normal,0,0
3039,./test/rusak/Japan_011140.jpg,rusak,rusak,1,1
3189,./test/rusak/J_180.jpeg,rusak,rusak,1,1
3399,./test/rusak/Norway_004847.jpg,rusak,normal,1,0
2313,./test/rusak/Japan_000668.jpg,rusak,rusak,1,1
1537,./test/rusak/China_MotorBike_000219.jpg,rusak,rusak,1,1
2797,./test/rusak/Japan_007922.jpg,rusak,rusak,1,1
2917,./test/rusak/Japan_009525.jpg,rusak,rusak,1,1
750,./test/normal/Norway_001700.jpg,normal,normal,0,0
2540,./test/rusak/Japan_004236.jpg,rusak,normal,1,0
1126,./test/normal/Norway_007240.jpg,normal,normal,0,0
2130,./test/rusak/India_006545.jpg,rusak,normal,1,0
2170,./test/rusak/India_007893.jpg,rusak,rusak,1,1
4110,./test/rusak/X_26840.jpeg,rusak,rusak,1,1
4148,./test/rusak/Y_38800.jpeg,rusak,rusak,1,1
2037,./test/rusak/India_004210.jpg,rusak,normal,1,0
3990,./test/rusak/United_States_004084.jpg,rusak,rusak,1,1
1568,./test/rusak/China_MotorBike_000491.jpg,rusak,rusak,1,1
3496,./test/rusak/Norway_007386.jpg,rusak,rusak,1,1
3693,./test/rusak/United_States_000991.jpg,rusak,rusak,1,1
1345,./test/rusak/China_Drone_000761.jpg,rusak,rusak,1,1
3429,./test/rusak/Norway_005896.jpg,rusak,rusak,1,1
2698,./test/rusak/Japan_006481.jpg,rusak,rusak,1,1
3790,./test/rusak/United_States_001989.jpg,rusak,rusak,1,1
1146,./test/normal/Norway_007612.jpg,normal,rusak,0,1
2262,./test/rusak/India_009826.jpg,rusak,rusak,1,1
3780,./test/rusak/United_States_001909.jpg,rusak,rusak,1,1
2664,./test/rusak/Japan_005812.jpg,rusak,rusak,1,1
38,./test/normal/Czech_000865.jpg,normal,normal,0,0
3536,./test/rusak/P_17230.jpeg,rusak,rusak,1,1
2901,./test/rusak/Japan_009275.jpg,rusak,rusak,1,1
1076,./test/normal/Norway_006639.jpg,normal,rusak,0,1
3051,./test/rusak/Japan_011326.jpg,rusak,rusak,1,1
3670,./test/rusak/United_States_000710.jpg,rusak,rusak,1,1
339,./test/normal/India_004608.jpg,normal,rusak,0,1
1528,./test/rusak/China_MotorBike_000149.jpg,rusak,rusak,1,1
2363,./test/rusak/Japan_001502.jpg,rusak,rusak,1,1
2828,./test/rusak/Japan_008375.jpg,rusak,rusak,1,1
2207,./test/rusak/India_008644.jpg,rusak,rusak,1,1
293,./test/normal/India_003438.jpg,normal,normal,0,0
2366,./test/rusak/Japan_001558.jpg,rusak,rusak,1,1
1676,./test/rusak/China_MotorBike_001574.jpg,rusak,rusak,1,1
3602,./test/rusak/United_States_000076.jpg,rusak,rusak,1,1
763,./test/normal/Norway_002090.jpg,normal,normal,0,0
2238,./test/rusak/India_009249.jpg,rusak,rusak,1,1
978,./test/normal/Norway_005373.jpg,normal,normal,0,0
2635,./test/rusak/Japan_005390.jpg,rusak,rusak,1,1
2817,./test/rusak/Japan_008242.jpg,rusak,rusak,1,1
2168,./test/rusak/India_007767.jpg,rusak,rusak,1,1
1661,./test/rusak/China_MotorBike_001380.jpg,rusak,rusak,1,1
2644,./test/rusak/Japan_005574.jpg,rusak,rusak,1,1
3726,./test/rusak/United_States_001413.jpg,rusak,rusak,1,1
811,./test/normal/Norway_002898.jpg,normal,rusak,0,1
479,./test/normal/India_008053.jpg,normal,normal,0,0
3049,./test/rusak/Japan_011296.jpg,rusak,rusak,1,1
974,./test/normal/Norway_005264.jpg,normal,normal,0,0
1295,./test/rusak/China_Drone_000304.jpg,rusak,rusak,1,1
726,./test/normal/Norway_001380.jpg,normal,normal,0,0
1421,./test/rusak/China_Drone_001441.jpg,rusak,rusak,1,1
3311,./test/rusak/Norway_002225.jpg,rusak,rusak,1,1
2729,./test/rusak/Japan_006979.jpg,rusak,rusak,1,1
3840,./test/rusak/United_States_002585.jpg,rusak,rusak,1,1
3042,./test/rusak/Japan_011244.jpg,rusak,rusak,1,1
1008,./test/normal/Norway_005742.jpg,normal,rusak,0,1
3712,./test/rusak/United_States_001218.jpg,rusak,rusak,1,1
1228,./test/rusak/AX_5360.jpeg,rusak,rusak,1,1
4059,./test/rusak/United_States_004682.jpg,rusak,rusak,1,1
2456,./test/rusak/Japan_002981.jpg,rusak,rusak,1,1
434,./test/normal/India_006708.jpg,normal,normal,0,0
3063,./test/rusak/Japan_011505.jpg,rusak,rusak,1,1
2267,./test/rusak/Japan_000103.jpg,rusak,rusak,1,1
4093,./test/rusak/X_13650.jpeg,rusak,rusak,1,1
2704,./test/rusak/Japan_006534.jpg,rusak,rusak,1,1
2320,./test/rusak/Japan_000783.jpg,rusak,rusak,1,1
3095,./test/rusak/Japan_011963.jpg,rusak,rusak,1,1
2113,./test/rusak/India_006030.jpg,rusak,rusak,1,1
2279,./test/rusak/Japan_000215.jpg,rusak,rusak,1,1
2316,./test/rusak/Japan_000745.jpg,rusak,rusak,1,1
2531,./test/rusak/Japan_004045.jpg,rusak,rusak,1,1
561,./test/normal/Japan_000038.jpg,normal,normal,0,0
2586,./test/rusak/Japan_004750.jpg,rusak,rusak,1,1
205,./test/normal/India_001010.jpg,normal,rusak,0,1
1682,./test/rusak/China_MotorBike_001609.jpg,rusak,rusak,1,1
3431,./test/rusak/Norway_005959.jpg,rusak,normal,1,0
1516,./test/rusak/China_MotorBike_000049.jpg,rusak,rusak,1,1
3700,./test/rusak/United_States_001064.jpg,rusak,rusak,1,1
2395,./test/rusak/Japan_002075.jpg,rusak,rusak,1,1
658,./test/normal/Norway_000311.jpg,normal,rusak,0,1
3998,./test/rusak/United_States_004160.jpg,rusak,rusak,1,1
2291,./test/rusak/Japan_000419.jpg,rusak,rusak,1,1
2543,./test/rusak/Japan_004271.jpg,rusak,rusak,1,1
89,./test/normal/Czech_001800.jpg,normal,normal,0,0
644,./test/normal/Norway_000135.jpg,normal,rusak,0,1
760,./test/normal/Norway_002022.jpg,normal,rusak,0,1
1050,./test/normal/Norway_006200.jpg,normal,normal,0,0
2225,./test/rusak/India_008989.jpg,rusak,rusak,1,1
823,./test/normal/Norway_003100.jpg,normal,rusak,0,1
1234,./test/rusak/A_8360.jpeg,rusak,rusak,1,1
1893,./test/rusak/India_000628.jpg,rusak,rusak,1,1
2979,./test/rusak/Japan_010219.jpg,rusak,rusak,1,1
1520,./test/rusak/China_MotorBike_000093.jpg,rusak,rusak,1,1
3551,./test/rusak/P_32970.jpeg,rusak,rusak,1,1
3320,./test/rusak/Norway_002631.jpg,rusak,rusak,1,1
143,./test/normal/Czech_002995.jpg,normal,rusak,0,1
785,./test/normal/Norway_002466.jpg,normal,normal,0,0
2050,./test/rusak/India_004509.jpg,rusak,rusak,1,1
3345,./test/rusak/Norway_003514.jpg,rusak,rusak,1,1
1864,./test/rusak/H_2030.jpeg,rusak,rusak,1,1
2156,./test/rusak/India_007502.jpg,rusak,rusak,1,1
2605,./test/rusak/Japan_004930.jpg,rusak,rusak,1,1
3066,./test/rusak/Japan_011552.jpg,rusak,rusak,1,1
171,./test/normal/India_000040.jpg,normal,rusak,0,1
412,./test/normal/India_006284.jpg,normal,rusak,0,1
2577,./test/rusak/Japan_004661.jpg,rusak,rusak,1,1
416,./test/normal/India_006317.jpg,normal,rusak,0,1
2629,./test/rusak/Japan_005312.jpg,rusak,rusak,1,1
1294,./test/rusak/China_Drone_000299.jpg,rusak,rusak,1,1
2978,./test/rusak/Japan_010215.jpg,rusak,rusak,1,1
3766,./test/rusak/United_States_001810.jpg,rusak,rusak,1,1
364,./test/normal/India_005033.jpg,normal,rusak,0,1
2398,./test/rusak/Japan_002107.jpg,rusak,normal,1,0
2975,./test/rusak/Japan_010178.jpg,rusak,rusak,1,1
740,./test/normal/Norway_001592.jpg,normal,rusak,0,1
73,./test/normal/Czech_001435.jpg,normal,normal,0,0
3333,./test/rusak/Norway_003148.jpg,rusak,rusak,1,1
3404,./test/rusak/Norway_005199.jpg,rusak,rusak,1,1
1265,./test/rusak/China_Drone_000006.jpg,rusak,rusak,1,1
2208,./test/rusak/India_008652.jpg,rusak,rusak,1,1
2360,./test/rusak/Japan_001411.jpg,rusak,rusak,1,1
1988,./test/rusak/India_002968.jpg,rusak,rusak,1,1
3160,./test/rusak/Japan_012886.jpg,rusak,rusak,1,1
2426,./test/rusak/Japan_002555.jpg,rusak,rusak,1,1
3030,./test/rusak/Japan_011063.jpg,rusak,rusak,1,1
1492,./test/rusak/China_Drone_002200.jpg,rusak,rusak,1,1
2202,./test/rusak/India_008574.jpg,rusak,rusak,1,1
1216,./test/rusak/AR_1820.jpeg,rusak,rusak,1,1
3182,./test/rusak/Japan_013107.jpg,rusak,rusak,1,1
2099,./test/rusak/India_005727.jpg,rusak,rusak,1,1
3932,./test/rusak/United_States_003522.jpg,rusak,rusak,1,1
1998,./test/rusak/India_003365.jpg,rusak,normal,1,0
3262,./test/rusak/Norway_001009.jpg,rusak,rusak,1,1
2356,./test/rusak/Japan_001360.jpg,rusak,rusak,1,1
631,./test/normal/Japan_012552.jpg,normal,rusak,0,1
3261,./test/rusak/Norway_000985.jpg,rusak,normal,1,0
3996,./test/rusak/United_States_004140.jpg,rusak,rusak,1,1
3101,./test/rusak/Japan_012015.jpg,rusak,rusak,1,1
1080,./test/normal/Norway_006664.jpg,normal,normal,0,0
1405,./test/rusak/China_Drone_001329.jpg,rusak,rusak,1,1
632,./test/normal/Japan_012640.jpg,normal,rusak,0,1
1456,./test/rusak/China_Drone_001831.jpg,rusak,rusak,1,1
2035,./test/rusak/India_004196.jpg,rusak,rusak,1,1
2615,./test/rusak/Japan_005099.jpg,rusak,rusak,1,1
1851,./test/rusak/F_3970.jpeg,rusak,rusak,1,1
3529,./test/rusak/O_11280.jpeg,rusak,rusak,1,1
1802,./test/rusak/Czech_003108.jpg,rusak,rusak,1,1
2229,./test/rusak/India_009063.jpg,rusak,rusak,1,1
178,./test/normal/India_000162.jpg,normal,rusak,0,1
498,./test/normal/India_008513.jpg,normal,rusak,0,1
3867,./test/rusak/United_States_002840.jpg,rusak,rusak,1,1
484,./test/normal/India_008231.jpg,normal,normal,0,0
3087,./test/rusak/Japan_011768.jpg,rusak,rusak,1,1
3367,./test/rusak/Norway_004083.jpg,rusak,rusak,1,1
2246,./test/rusak/India_009376.jpg,rusak,rusak,1,1
4011,./test/rusak/United_States_004268.jpg,rusak,rusak,1,1
3722,./test/rusak/United_States_001337.jpg,rusak,rusak,1,1
877,./test/normal/Norway_003763.jpg,normal,rusak,0,1
1166,./test/normal/Norway_008021.jpg,normal,rusak,0,1
1689,./test/rusak/China_MotorBike_001685.jpg,rusak,rusak,1,1
1340,./test/rusak/China_Drone_000724.jpg,rusak,rusak,1,1
273,./test/normal/India_002937.jpg,normal,rusak,0,1
3456,./test/rusak/Norway_006626.jpg,rusak,rusak,1,1
759,./test/normal/Norway_002010.jpg,normal,normal,0,0
2218,./test/rusak/India_008832.jpg,rusak,rusak,1,1
1597,./test/rusak/China_MotorBike_000802.jpg,rusak,rusak,1,1
1356,./test/rusak/China_Drone_000852.jpg,rusak,rusak,1,1
3654,./test/rusak/United_States_000613.jpg,rusak,rusak,1,1
1598,./test/rusak/China_MotorBike_000804.jpg,rusak,rusak,1,1
992,./test/normal/Norway_005586.jpg,normal,rusak,0,1
2093,./test/rusak/India_005569.jpg,rusak,rusak,1,1
2515,./test/rusak/Japan_003845.jpg,rusak,rusak,1,1
2833,./test/rusak/Japan_008473.jpg,rusak,rusak,1,1
3155,./test/rusak/Japan_012812.jpg,rusak,rusak,1,1
